Species,Cohort,MATRR ID,Date of BC,Timepoint,State,TP:,ALB:,ALKP:,ALT:,AST:,GGT:,TBIL:,GLU:,BUN:,CREA:,K:,NA:,CL:,Ca:,PHOS:,Fe:,CHOL:,LDH:,TRIG:,A/G ratio:,DBIL:,Glob:,Amyl:,MG:,WBC:,NEUT%:,BAND%:,LY%,MONO%:,EOS%:,BASO%:,HCT:,HGB:,RBC:,MCV:,MCH:,MCHC:,PLT:,,
rhesus,6a,10068,6/16/2010,H2O induction,sedated,,,,,,,,,,,,,,,,,,,,,,,,,6.4,38.9,0,56.4,2.9,1,0.8,37.3,12.4,5.01,74,24.8,33.2,386,,
rhesus,6a,10068,12/22/2010,open access,sedated,5.9,3.5,246,24,30,56,0.2,70,15.3,1.2,3.2,147,110,9.2,5,80,111,132,52,1.5,0.1,2.4,,,7.2,37.8,,55.9,4,1.6,0.7,34.2,11.5,4.65,73.6,24.8,33.7,363,,
rhesus,6a,10068,7/6/2011,open access,sedated,6,3.5,201,19,41,56,0.3,60,10.9,0.8,3.5,148,113,8.4,3.9,110,120,260,57,1.4,0.1,2.5,,,8.7,44.6,,48.3,4.8,1.7,0.6,33.5,11.3,4.56,73.5,24.7,33.7,271,,
rhesus,6a,10069,1/8/2010,baseline,sedated,6.6,3.9,348,15,31,50,0.4,72,8,0.7,3.7,150,113,9.3,6.9,61,127,363,48,1.4,0.1,2.7,,,11.9,51.3,0,42.4,3.8,1.5,1,34.7,11.5,4.85,72,23.7,33.1,240,,
rhesus,6a,10069,6/16/2010,H2O induction,sedated,7.2,4.8,327,42,35,51,0.2,56,24,0.8,4,151,107,9.9,4.4,70,124,313,47,2,,2.4,,,,,,,,,,,,,,,,,,
rhesus,6a,10069,12/22/2010,open access,sedated,6.8,4.1,203,25,29,53,0.2,69,13.3,0.4,3.5,147,107,9.6,4.5,55,159,247,228,1.5,,2.7,,,7.8,56.9,,38.8,2.7,1.1,0.5,30.2,10.2,4.08,74,25,33.9,492,,
rhesus,6a,10069,7/6/2011,open access,sedated,7.2,4.3,126,30,49,50,0.5,47,14.5,0.9,4.1,150,108,8.9,4,131,198,375,202,1.5,0.1,2.9,,,5,64.8,,31.4,2.5,1,0.3,32.1,10.7,4.46,72,23.9,33.2,308,,
rhesus,6a,10070,2/24/2010,baseline,sedated,6.7,4.3,217,37,,,,82,15.3,0.52,3.5,143,,,,,,,,,,,,,9.4,36.7,0,56.3,4.7,1.5,0.8,37,12.4,5.06,73,24.5,33.5,413,,
rhesus,6a,10070,6/16/2010,H2O induction,sedated,,,,,,,,,,,,,,,,,,,,,,,,,5,59,0,36.9,2.7,1,0.4,37.2,12.4,5.08,73,24.4,33.3,343,,
rhesus,6a,10070,12/22/2010,open access,sedated,6,4,170,12,27,35,0.2,83,17.6,0.4,3.3,146,110,9.8,6.4,30,144,189,33,2,,2,,,4.7,38.1,,57.2,3.3,0.7,0.7,31.5,10.4,4.23,74.5,24.7,33.1,463,,
rhesus,6a,10070,7/6/2011,open access,sedated,6.7,4.5,143,29,48,48,0.6,71,14.4,0.6,3.4,151,108,9.4,4.5,167,140,266,112,2,0.1,2.2,,,5.5,46.7,,47.6,4.1,0.8,0.8,37.1,12.3,4.99,74.4,24.7,33.3,499,,
rhesus,6a,10071,1/8/2010,baseline,sedated,6.9,4.4,176,27,25,37,0.3,70,13.5,0.7,3.3,147,110,8.8,3.8,40,179,144,49,1.8,0.1,2.5,,,8.3,39.2,0,53.6,5.5,0.9,0.8,33.3,11.4,4.55,73,25.1,34.2,381,,
rhesus,6a,10071,6/16/2010,H2O induction,sedated,,,,,,,,,,,,,,,,,,,,,,,,,6.3,41.2,0,51,5,2,0.8,34.4,11.6,4.61,75,25.2,33.7,472,,
rhesus,6a,10071,12/22/2010,open access,sedated,6.6,3.8,137,20,29,40,0.1,59,15.7,0.8,3.6,150,111,9.7,4.4,46,156,96,110,1.4,,2.8,,,6.1,43.3,,50.3,4.2,1.5,0.7,30.8,10.5,4.16,74.1,25.1,33.9,479,,
rhesus,6a,10071,7/6/2011,open access,sedated,6.5,3.7,147,45,40,93,0.6,49,16.7,0.6,3.2,148,111,8.6,4.2,107,161,182,66,1.3,0.1,2.8,,,5.7,36.5,,56.6,5.1,1.3,0.5,32.1,10.7,4.33,74.1,24.7,33.3,425,,
rhesus,6a,10076,1/8/2010,baseline,sedated,6.4,4.5,495,18,30,46,0.4,86,13.2,0.6,4,150,108,9.3,6,82,86,342,87,2.4,0.1,1.9,,,11.6,36.3,0,56.8,5,0.8,1.1,36.6,12.3,5.23,70,23.5,33.6,376,,
rhesus,6a,10076,6/16/2010,H2O induction,sedated,,,,,,,,,,,,,,,,,,,,,,,,,6,51.2,0,42.6,4.4,1.3,0.5,34.7,11.3,4.93,70,22.9,32.6,442,,
rhesus,6a,10076,12/22/2010,open access,sedated,6,3.9,349,14,27,52,0.2,79,10.8,0.7,3.8,146,107,9.8,6.8,65,85,267,70,1.9,,2.1,,,4.6,35.3,,57.4,5.4,1.6,0.3,32.4,10.7,4.62,70.1,23.2,33,419,,
rhesus,6a,10076,7/6/2011,open access,sedated,6.5,4.2,230,13,40,57,0.5,59,13.1,0.8,3.9,148,109,9.1,5.9,125,100,369,67,1.8,0.1,2.3,,,6,38.4,,53.4,6.4,1.3,0.5,33.8,11.3,4.84,69.9,23.3,33.4,539,,
rhesus,6a,10078,1/8/2010,baseline,sedated,6.2,4.3,212,20,32,70,0.4,66,10.2,0.5,3.7,151,115,9.2,5.3,58,115,244,55,2.3,0.1,1.9,,,11.1,40.3,0,52.6,5.4,0.7,1,40.3,13.5,6.03,67,22.4,33.5,286,,
rhesus,6a,10078,6/16/2010,H2O induction,sedated,,,,,,,,,,,,,,,,,,,,,,,,,7.8,59.3,0,35,3.8,1.2,0.7,39.1,13,5.71,69,22.8,33.2,324,,
rhesus,6a,10078,12/22/2010,open access,sedated,6,3.9,94,24,34,44,0.2,68,11.1,0.5,3.5,150,111,9.5,6.3,96,115,254,209,1.9,,2.1,,,7.5,42.2,,51.9,4,1.3,0.6,38.2,12.7,5.54,69,22.9,33.2,435,,
rhesus,6a,10078,7/6/2011,open access,sedated,6.5,4.3,125,30,51,54,0.4,52,10.9,0.4,3.6,154,109,9.2,6.8,141,120,358,233,2,0.1,2.2, ,,6.7,44.4,,48.4,5.2,1.4,0.6,38.3,12.8,5.53,69.2,23.1,33.4,468,,
rhesus,6a,10079,1/8/2010,baseline,sedated,6.3,4.3,270,19,29,44,0.5,71,6.6,0.6,4.3,153,115,9,5,89,130,249,34,2.2,0.1,2,,,6.9,43,0,50.6,4.5,1.3,0.6,39,13.5,5.24,74,25.8,34.6,360,,
rhesus,6a,10079,6/16/2010,H2O induction,sedated,,,,,,,,,,,,,,,,,,,,,,,,,4.3,52.1,0,40,3.3,4.3,0.3,40.2,14.8,5.16,78,28.7,36.8,366,,
rhesus,6a,10079,12/22/2010,open access,sedated,6.3,3.8,167,20,28,37,0.1,67,10,0.6,3.7,153,113,9.9,4.6,78,120,272,52,1.5,,2.5,,,4.6,38.2,,52.8,6.9,1.5,0.6,38.1,12.9,4.92,77.4,26.2,33.8,436,,
rhesus,6a,10079,7/6/2011,open access,sedated,6.3,3.9,168,29,42,77,0.6,57,9.4,0.5,3.5,150,111,8.7,4.9,111,128,326,43,1.6,0.1,2.4, ,,4.7,38.9,,53.8,5.2,1.6,0.5,38.2,12.9,5.09,75.1,25.3,33.7,449,,
rhesus,6a,10080,1/8/2010,baseline,sedated,6.3,4.1,151,48,35,41,0.4,49,14.7,0.7,4.9,152,112,9.4,5.9,130,105,367,53,1.9,0.1,2.2,,,12.9,50.6,0,42,5,1.6,0.8,33.7,11.2,4.79,70,23.4,33.2,130,,
rhesus,6a,10080,2/24/2010,baseline,sedated,6.5,4.2,196,31,,,,68,14.2,0.72,3.6,143,,,,,,,,,,,,,14.6,39.2,0,53.4,5.4,1.1,0.9,35.7,11.7,5.03,71,23.3,32.8,204,,
rhesus,6a,10080,6/16/2010,H2O induction,sedated,6,4.2,148,33,34,49,0.1,60,20,0.7,3.8,146,106,9.3,4.1,58,116,331,38,2.3,,1.8,,,10.8,65,0,30.2,3.2,0.8,0.8,37.3,12.3,5.26,71,23.4,33,369,,
rhesus,6a,10080,12/22/2010,open access,sedated,6.3,4,118,22,40,42,0.3,53,10.1,0.5,3.8,151,112,9.9,5.7,14,132,334,141,1.7,0.1,2.3, ,,6.9,45,,48.3,4.9,1.1,0.7,35.6,11.8,5.02,70.8,23.5,33.1,226,,
rhesus,6a,10080,7/6/2011,open access,sedated,6.3,4,81,19,44,48,0.5,61,15,0.7,3.7,151,111,9.3,4.4,96,118,343,148,1.7,0.1,2.3,,,6.9,46.1,,47.3,5,1.1,0.5,35.8,12,5.04,71,23.7,33.4,473,,
rhesus,6a,10081,1/8/2010,baseline,sedated,6.1,4.1,558,23,35,36,0.4,64,8.3,0.5,4.2,148,111,9.2,4.8,77,115,377,53,2.1,0.1,2,,,8.1,44.1,0,45.9,7.1,2,0.9,36.2,12.3,5,72,24.6,34,276,,
rhesus,6a,10081,6/16/2010,H2O induction,sedated,6.5,4.5,271,22,28,36,0.2,59,15,0.7,3.9,152,112,9.9,3.8,123,132,278,37,2.3,,2,,,6.3,41.3,0,51.6,4.7,1.8,0.6,40.6,13.5,5.34,76,25.3,33.3,492,,
rhesus,6a,10081,12/22/2010,open access,sedated,6.4,3.9,376,20,31,48,0.2,55,13.8,0.9,3.5,149,110,10.3,4.8,92,133,243,179,1.6,0.1,2.5, ,,7.7,43.2,,49.7,5.2,1,0.9,40,13.4,5.25,76.2,25.5,33.5,514,,
rhesus,6a,10081,7/6/2011,open access,sedated,7,4.2,191,17,37,43,0.5,56,11.7,0.6,3.9,153,113,9.8,3.9,53,134,246,156,1.5,0.1,2.8,,,5.5,38.1,,54.9,5.7,0.8,0.5,34,11.1,4.9,69.4,22.6,32.6,267,,
rhesus,6b,10072,1/8/2010,baseline,sedated,5.8,2.8,209,13,26,36,0.3,66,12.6,0.5,3.8,147,112,8.4,2.5,123,89,185,48,0.9,0.1,3,,,11,52.6,0,39.9,5.5,1.2,0.8,28.9,9.8,4.25,68,23.1,33.9,326,,
rhesus,6b,10072,6/16/2010,baseline,sedated,5.9,3.8,173,26,25,46,0.2,66,20,0.6,3.8,146,110,8.8,2.7,177,111,281,27,1.8,,2.1,,,6.9,50,0,44.1,2.9,2.4,0.6,34.4,11.3,4.74,73,23.8,32.8,371,,
rhesus,6b,10072,12/22/2010,baseline,sedated,6,3.8,118,39,33,50,0.1,54,14.6,0.7,3.6,150,113,9.4,4.6,91,132,236,37,1.7,,2.2,,,4.9,31.9,,63.1,2.3,2.3,0.4,35.4,11.7,4.89,72.2,24,33.2,366,,
rhesus,6b,10072,7/6/2011,baseline,sedated,6.1,3.8,117,18,32,48,0.7,58,12.7,0.8,3.7,150,116,8.8,4.3,138,136,121,47,1.7,0.1,2.3, ,,5.7,37.8,,56.9,4,0.6,0.7,36.8,12,5.13,71.7,23.4,32.6,358,,
rhesus,6b,10072,12/6/2011,pre-induction,sedated,6.3,3.8,99,28,30,48,0.4,66,13.4,0.8,4,159,120,8.9,2.2,236,135,378,40,1.5,0.1,2.5,,,6.5,47.5,,44,4.8,3,0.7,31.4,11,4.64,67.5,23.6,35,275,,
rhesus,6b,10072,5/30/2012,open access,sedated,6.2,3.8,96,22,25,47,0.5,65,17.3,0.7,3.8,147,106,9.5,2.8,254,130,291,34,1.6,0.1,2.4,,,8.03,59.4,,33.7,3.8,2.2,0.9,34.77,11.7,4.91,70.88,23.9,33.7,292,,
rhesus,6b,10072,12/7/2012,open access,sedated,6.5,3.8,88,14,24,44,0.3,77,13.8,0.6,3.8,142,107,9,4.3,214,132,469,48,1.4,0.1,2.7,,,7.38,37.3,,55.9,4.8,1.4,0.6,34.36,11.33,4.82,71.28,23.5,33,331,,
rhesus,6b,10073,1/8/2010,baseline,sedated,6.9,4.5,410,17,31,51,0.3,64,13.9,0.6,3.9,154,111,9.7,5.1,89,145,240,36,1.9,0.1,2.4,,,13.1,42.8,0,52.5,2.7,1.1,0.9,38.2,13.1,5.57,69,23.5,34.3,327,,
rhesus,6b,10073,6/16/2010,baseline,sedated,7,4.9,274,29,38,47,0.3,56,18,0.8,4.4,153,111,10.1,2.1,98,119,236,49,2.3,0.1,2.1,,,9.1,51.6,0,44,2.4,1.4,0.6,37.4,12.4,5.29,71,23.4,33.2,467,,
rhesus,6b,10073,12/22/2010,baseline,sedated,7.1,4.7,232,11,24,42,1,64,11.8,0.7,3.9,153,110,10.3,5.4,42,139,169,37,2,0.2,2.4,,,6.3,60,,35.4,1.8,2.2,0.6,33.7,11.4,4.85,69.5,23.6,33.9,510,,
rhesus,6b,10073,7/6/2011,baseline,sedated,6.8,4.7,156,20,32,38,0.6,56,17.7,0.7,3.7,151,111,9.4,3.9,109,138,151,27,2.2,0.1,2.1,,,7.1,61.9,,33.3,2.7,1.7,0.4,34.4,11.6,4.92,69.9,23.5,33.5,450,,
rhesus,6b,10073,12/6/2011,pre-induction,sedated,7.1,4.8,198,24,25,49,0.4,57,15.9,0.8,3.9,150,110,9.6,3,138,128,216,33,2.1,0.1,2.3,,,7.4,53.1,,36.1,3.2,7,0.6,32.2,11.2,4.82,66.8,23.2,34.8,429,,
rhesus,6b,10073,5/30/2012,open access,sedated,7.6,5.1,130,25,24,53,0.6,58,19.3,0.6,3.9,150,103,10.3,5.4,181,150,158,23,2,0.1,2.5,,,5.1,58,,34.8,4.2,2.7,0.3,32.87,11.35,4.77,68.91,23.8,34.5,486,,
rhesus,6b,10073,12/6/2012,open access,sedated,7.5,4.6,178,51,60,193,0.2,43,14.4,0.6,3.9,144,103,10,4.6,222,230,442,74,1.6,,2.9,,,7.21,59.1,,33.7,3.8,2.9,0.5,35.15,11.59,4.98,70.52,23.3,33,460,,
rhesus,6b,10187,3/31/2010,baseline,sedated,6.5,4.1,364,28,,,0.13,79,17.5,0.68,3.3,138,105,,6.6,,,,,,,,,,10,74.7,0,19.6,4,1,0.7,40,13.3,5.6,71,23.8,33.3,90,,
rhesus,6b,10187,5/30/2012,open access,sedated,6.7,4.7,213,14,19,55,0.7,71,15.3,1.1,3.5,147,102,9.3,6.4,164,165,239,50,2.4,0.1,2,,,6.37,43.1,,48.4,5.2,2.4,0.9,37.89,13,5.29,71.6,24.6,34.3,464,,
rhesus,6b,10187,12/7/2012,open access,sedated,6.8,4.5,157,16,12,61,0.3,79,8,0.9,3.5,148,114,9.2,5.1,197,187,108,56,2,0.1,2.3,,,5.69,33.7,,57.2,6.1,2.5,0.5,37.96,12.75,5.26,72.19,24.2,33.6,439,,
rhesus,6b,10074,1/8/2010,baseline,sedated,6,4,373,26,43,48,0.4,58,11.6,0.8,3.8,140,102,9.1,4.9,80,133,416,82,2,0.1,2,,,8.1,23.8,0,69.6,5.2,0.6,0.8,34.6,11.7,5.17,67,22.6,33.8,340,,
rhesus,6b,10074,6/16/2010,baseline,sedated,6.2,4.3,304,29,37,48,0.3,61,25,0.8,3.9,149,108,9.6,3.2,147,124,237,61,2.3,0.1,1.9,,,7,41.8,0,49.2,7,1.4,0.6,33.8,11.2,4.94,68,22.7,33.1,407,,
rhesus,6b,10074,12/22/2010,baseline,sedated,6.2,3.8,312,20,26,56,0.2,75,14.7,0.7,3.6,148,108,9.6,6.4,41,136,264,55,1.6,,2.4,,,5.5,28.5,,64,5.8,1.1,0.6,35,11.7,5.07,69,23.1,33.5,439,,
rhesus,6b,10074,5/23/2011,open access,sedated,6.1,3.9,276,36,,,0.05,150,16,0.73,6,114,84,,3.9,,,,,,,, ,,7.4,35.5,,54.2,8.8,0.8,0.7,33.9,11.5,4.95,68.6,23.2,33.8,386,,
rhesus,6b,10074,5/27/2011,open access,sedated,6.1,3.7,256,37,,,0.12,69,18,0.64,4.6,137,105,,3.6,,,,,,,,,,9.5,45.4,0,43,8.4,2.3,0.9,38.2,12.9,5.5,69,23.5,33.8,522,,
rhesus,6b,10074,6/10/2011,open access,sedated,6.4,3.8,237,36,,,,45,19,0.55,4.5,145,, , ,,,,,,,,,,,,,,,,,,,,,,,,,
rhesus,6b,10074,7/6/2011,baseline,sedated,6,3.7,179,24,41,47,0.5,77,22.8,0.8,3.8,146,105,8.8,5.2,106,110,274,66,1.6,0.1,2.3,,,5.2,51,,42,5.2,1.2,0.6,33.8,11.2,4.88,69.2,23,33.2,454,,
rhesus,6b,10074,12/6/2011,pre-induction,sedated,5.7,3.6,203,56,55,40,0.4,69,22.4,0.5,3.8,148,105,9,1.7,114,85,502,121,1.7,0.1,2.1,,,9.2,48.3,,40.5,8.3,2.3,0.6,28.7,10,4.31,66.5,23.3,35,358,,
rhesus,6b,10074,5/30/2012,open access,sedated,6.6,4.3,287,27,29,82,0.7,63,16.1,0.7,4.1,146,101,10,6.8,142,140,308,55,1.9,0.1,2.3,,,7.3,20.1,,69.2,5.6,4.5,0.6,35,11.87,5.06,69.18,23.5,33.9,422,,
rhesus,6b,10074,12/5/2012,open access,sedated,6.8,4.1,172,30,27,50,0.1,65,17.7,0.7,3.9,146,107,8.8,5.6,140,138,334,105,1.5,,2.7,,,7.11,26.5,,62.6,8.7,1.5,0.7,33.33,11.26,4.91,67.84,22.9,33.8,487,,
rhesus,6b,10075,1/8/2010,baseline,sedated,6.2,3.8,248,17,23,42,0.4,59,13.5,0.6,3.6,149,114,8.8,4.3,58,142,340,82,1.6,0.1,2.4,,,11.8,43.1,0,48.7,6.3,0.9,1,33.9,11.3,4.82,70,23.4,33.3,392,,
rhesus,6b,10075,6/16/2010,baseline,sedated,,,,,,,,,,,,,,,,,,,,,,,,,11,40.5,0,51.4,6.1,1.2,0.8,37.6,12.4,5.27,71,23.5,33,516,,
rhesus,6b,10075,6/17/2010,baseline,sedated,6.4,4.3,226,30,32,53,0.2,62,20,0.8,4.7,150,111,9.5,2.7,71,123,522,45,2,,2.1,,,,,,,,,,,,,,,,,,
rhesus,6b,10075,12/22/2010,baseline,sedated,6.1,4,167,30,27,46,0.1,57,21,0.9,3.8,150,113,9.5,4.6,55,130,201,46,1.9,,2.1,,,8,47.9,,46.1,4,1.3,0.7,34.2,11.4,4.76,71.8,23.9,33.3,506,,
rhesus,6b,10075,7/6/2011,pre-induction,sedated,6.6,4.4,152,22,32,61,0.7,58,16.4,0.9,3.8,151,113,8.8,4.4,111,131,145,64,2,0.1,2.2, ,,7.3,50.1,,41.6,6.3,1.5,0.5,35.6,11.8,5,71.3,23.6,33.1,495,,
rhesus,6b,10075,12/6/2011,open access,sedated,6.3,4.2,129,30,32,45,0.2,54,16.8,0.8,3.6,149,109,9,2.9,142,115,311,37,2,0.1,2.1,,,6.7,58.6,,32.9,6.3,1.8,0.4,29.9,10.5,4.41,67.7,23.8,35.1,378,,
rhesus,6b,10075,5/30/2012,open access,sedated,6.4,4.4,115,23,21,58,0.7,42,17.5,0.8,4,149,106,9.2,3.6,156,139,254,31,2.2,0.1,2,,,5.22,33.5,,57,7.5,1.5,0.5,32.55,11.13,4.69,69.39,23.7,34.2,513,,
rhesus,6b,10188,1/31/2011,baseline,sedated,,,,,,,,,,,,,,,,,,,,,,,,,20.2,74,12,7,6,0,1,43.2,14.3,6.69,64.5,21.4,33.1,453,,
rhesus,6b,10188,5/30/2012,open access,sedated,6.7,4.5,248,39,40,55,0.6,72,24.9,0.9,3.9,148,103,9.6,5.4,115,158,562,68,2,0.1,2.2,,,4.11,46.9,,47.3,2.9,2.6,0.3,34.45,11.66,5.15,66.92,22.7,33.8,368,,
rhesus,6b,10188,12/5/2012,open access,sedated,6.8,4.4,208,21,28,52,0.2,60,20.7,0.8,3.5,149,109,9.1,4.2,75,158,409,112,1.8,0.1,2.4,,,7.11,64.7,,28.8,4.1,2.1,0.3,30.07,9.96,4.51,66.74,22.1,33.1,444,,
rhesus,6b,10077,1/8/2010,baseline,sedated,,,,,,,,,,,,,,,,,,,,,,,,,16.7,53.2,0,38.2,5.8,1.6,1.2,38.2,12.9,5.37,71,24,33.8,357,,
rhesus,6b,10077,6/16/2010,baseline,sedated,6.7,4.4,146,28,36,54,0.1,60,20,0.6,3.9,150,112,9.7,3.2,129,129,480,42,1.9,,2.3,,,12.7,58.3,0,35.5,3.6,1.9,0.7,38.4,12.7,5.33,72,23.8,33.1,416,,
rhesus,6b,10077,12/22/2010,baseline,sedated,6.1,3.7,96,20,33,44,0.2,52,22.4,0.5,3.5,148,110,9.4,4.5,59,113,298,41,1.5,,2.4,,,6.3,44.9,,48.1,3.5,3,0.5,33.7,11.3,4.71,71.6,24.1,33.6,358,,
rhesus,6b,10077,7/6/2011,baseline,sedated,6.5,4.5,105,57,56,98,0.6,42,19.9,0.7,3.6,150,111,8.8,4.7,101,115,394,32,2.3,0.1,2,,,3.8,54.1,,41.9,2.6,1.1,0.3,35.4,11.9,4.9,72.2,24.3,33.6,297,,
rhesus,6b,10077,12/6/2011,pre-induction,sedated,6.1,4,117,31,31,44,0.5,56,17.5,0.7,3.5,147,110,8.4,3.4,147,109,445,24,1.9,0.1,2.1,,,7.3,60.7,,33.1,3.5,2.3,0.4,32.3,11.2,4.65,69.4,24,34.6,345,,
rhesus,6b,10077,5/30/2012,open access,sedated,6.4,4.4,99,16,22,54,0.7,56,14.7,0.7,3.4,146,103,9.6,4.9,147,112,303,23,2.2,0.1,2,,,7.03,39,,48,5,8,0,34.07,11.48,4.74,71.89,24.2,33.7,355,,
rhesus,6b,10077,12/6/2012,open access,sedated,6.7,4.3,96,16,24,47,0.2,64,22.2,0.7,3.6,144,106,9.3,4.2,145,144,469,67,1.8,0.1,2.4,,,10.39,62.1,,29.8,5.5,2.1,0.5,36.26,11.86,4.96,73.06,23.9,32.7,365,,
rhesus,7a,10087,5/26/2010,baseline,sedated,7.2,4.5,407,26,35,99,0.2,62,15,0.5,3.9,148,110,9.2,6.6,74,156,367,30,1.7,,2.7,0,,10.4,50.8,0,43.9,3.8,0.9,0.6,40.1,13.5,5.96,67,22.7,33.7,396,,
rhesus,7a,10087,8/17/2010,H2O induction,awake,7.4,4.9,310,25,32,70,0.6,70,17.6,0.9,4,147,110,9.4,5,152,197,490,27,2,,2.5,0,,9.7,27.4,,66.5,3.7,1.7,0.7,38.5,12.6,5.77,66.6,21.9,32.8,378,,
rhesus,7a,10087,12/20/2010,1.5 g/kg etoh induction,sedated,6.5,4.1,302,26,32,76,0.2,68,17.7,0.6,3.8,148,108,10,4.9,102,146,298,72,1.7,,2.4,0,,6.7,51.4,,43.3,3.3,1.3,0.7,34.4,11.2,5.08,67.8,22.1,32.6,394,,
rhesus,7a,10087,5/17/2011,open access,sedated,6.9,4.4,300,23,42,129,0.6,68,15.8,0.8,3.8,148,108,9,7.5,151,174,275,69,1.8,,2.5,0,,6,39.4,,53.5,4.5,1.9,0.7,35.9,12.2,5.32,67.3,22.8,33.9,410,,
rhesus,7a,10087,9/14/2011,open access,awake,6.9,4.5,281,25,25,118,0.3,68,17.2,0.8,3.8,151,110,9.4,4.1,128,155,239,43,1.9,,2.4,0,,6.3,42.3,,51.2,4.4,1.6,0.5,35.8,11.7,5.24,68.2,22.4,32.8,401,,
rhesus,7a,10087,1/31/2012,open access,sedated,7,4.6,169,52,56,160,0.2,57,16.7,0.7,4.4,147,108,9.6,4.5,162,110,388,119,1.9,,2.4,0,,8.66,37.6,,55.8,4.7,1.4,0.5,34.39,11.77,5.13,67.08,23,34.2,394,,
rhesus,7a,10088,5/26/2010,baseline,sedated,7.4,4.3,365,24,32,52,0.2,65,15,0.9,4.3,153,110,10,7.9,75,139,280,34,1.4,,3.1,0,,8.2,46.4,0,48.2,3.9,1,0.5,38.8,12.8,5.86,66,21.8,33,459,,
rhesus,7a,10088,8/17/2010,H2O induction,awake,7.6,4.3,460,10,39,56,0.6,91,17.6,1,4,150,109,10,5.4,163,149,815,53,1.3,,3.3,0,,12.5,52.3,,40.5,5.6,0.9,0.7,38.4,12.7,5.57,68.8,22.7,33,482,,
rhesus,7a,10088,12/20/2010,1.5 g/kg etoh induction,sedated,6.7,3.9,465,12,37,56,0.2,56,17.4,0.7,3.7,149,107,10.3,7.9,639,116,343,47,1.4,,2.8,0,,5.3,53,,40.8,5,0.7,0.5,32,10.6,4.68,68.3,22.8,33.3,456,,
rhesus,7a,10088,5/17/2011,open access,sedated,7.3,4.5,422,11,40,61,0.6,49,16.1,0.9,4.4,151,111,9.7,6.4,169,158,235,145,2.8,,1.6,0,,6.6,60.6,,33.3,4.8,0.8,0.5,35.7,12.1,5.21,68.5,23.2,33.9,539,,
rhesus,7a,10088,9/14/2011,open access,awake,7.5,4.2,268,17,21,52,0.3,57,14.8,0.8,4.1,154,110,9.4,4.6,165,157,204,68,1.3,,3.3,0,,6.4,61.4,,31.7,5.8,0.7,0.4,33.2,11,4.83,68.8,22.8,33.2,396,,
rhesus,7a,10088,1/31/2012,open access,sedated,7.2,4.1,267,14,27,61,0.2,56,15.9,0.8,4.4,150,107,10,5.2,131,160,459,103,1.3,,3.1,0,,4.63,46.2,,42.5,9.6,1.5,0.2,31.59,10.88,4.88,64.8,22.3,34.4,490,,
rhesus,7a,10089,5/26/2010,baseline,sedated,6.7,4,337,12,19,64,0.2,65,12,0.6,4,152,114,9.4,6.1,68,110,222,36,1.5,,2.7,0,,11.7,53,0,39.3,5,2.1,0.6,41.6,13.7,6.65,63,20.6,32.9,560,,
rhesus,7a,10089,8/17/2010,H2O induction,awake,7,4.6,307,17,28,65,0.5,90,14,0.8,4.1,149,114,10.1,4.1,121,120,419,11,1.9,,2.4,0,,12,48.3,,45.1,4.6,1.3,0.7,42.5,14.1,6.49,65.4,21.7,33.2,562,,
rhesus,7a,10089,12/20/2010,1.5 g/kg etoh induction,sedated,6.7,4.1,319,7,30,66,0.3,90,9.6,0.7,3.7,150,109,10.4,5.5,82,121,329,34,1.6,,2.6,0,,7.2,58.5,,35.3,4.4,1.4,0.4,38.5,12.9,5.81,66.3,22.2,33.5,538,,
rhesus,7a,10089,5/17/2011,open access,sedated,6.4,4.1,399,9,31,77,0.6,69,14.7,1.1,3.6,148,111,9.4,6.2,91,132,154,58,1.8,,2.3,0,,6.2,49.2,,43,5.6,1.8,0.4,38.6,13.2,5.91,65.3,22.4,34.3,550,,
rhesus,7a,10089,9/14/2011,open access,awake,6.9,4.5,273,13,26,81,0.3,77,9.9,0.7,4.1,152,110,9.8,5,101,128,290,61,1.9,,2.4,0,,6.6,45,,50,4,1,0,38.8,12.9,5.9,65.8,22,33.3,518,,
rhesus,7a,10089,1/31/2012,open access,sedated,6.8,4.3,209,11,18,67,0.1,82,11.6,0.6,3.7,151,109,9.9,4,137,100,209,60,1.7,,2.5,0,,8.4,52,,35,10,3,0,37.97,13.07,5.85,64.97,22.4,34.4,547,,
rhesus,7a,10090,5/26/2010,baseline,sedated,6.8,4.6,381,15,29,64,0.3,70,20,0.9,4.5,150,110,9.4,7,88,151,236,43,2.1,,2.2,0,,6.5,34,0,59.6,4.6,1.3,0.5,40.9,13.6,5.74,71,23.7,33.3,394,,
rhesus,7a,10090,8/17/2010,H2O induction,awake,6.9,4.2,445,18,32,77,1,75,18.4,0.7,4.7,147,113,9.5,6.3,158,127,576,45,1.6,,2.7,0,,7.8,31,,61.4,6,0.9,0.7,39.2,13.2,5.42,72.4,24.4,33.7,494,,
rhesus,7a,10090,12/20/2010,1.5 g/kg etoh induction,sedated,6.7,4.3,360,19,22,53,0.3,67,25.2,0.7,3.7,151,110,10.2,6.5,192,127,409,66,1.8,,2.4,0,,5.5,39.1,,53.6,5.2,1.6,0.5,37,12.4,5.03,73.6,24.6,33.4,387,,
